
01151533	htm	Resaula-18	COVID	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-18/01151533.htm	96974	214	20200506	2020
01208993	htm	Resaula-18	COVID	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-18/01208993.htm	24646	301	20210302	2021
01150202	htm	Resaula-18	COVID	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-18/01150202.htm	53878	208	20200421	2020
00751480	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00751480.htm	32090	207	20140312	2014
00798575	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00798575.htm	378210	297	20140801	2014
01009394	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/01009394.htm	30702	789	20170321	2017
00913423	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00913423.htm	54658	437	20150428	2015
01047663	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/01047663.htm	73037	904	20171024	2017
00914510	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00914510.htm	41206	448	20150513	2015
01022362	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/01022362.htm	27145	821	20170511	2017
00982200	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00982200.htm	49462	653	20160705	2016
01023699	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/01023699.htm	17157	832	20170530	2017
00967044	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00967044.htm	59705	590	20160310	2016
00967045	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00967045.htm	20573	591	20160310	2016
00967284	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00967284.htm	55060	592	20160315	2016
01357767	htm	Resaula-18	COVID	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-18/01357767.htm	44222	452	20220713	2022
00765895	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00765895.htm	63528	247	20140515	2014
00800983	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00800983.htm	24627	305	20140904	2014
00845411	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00845411.htm	34123	373	20150113	2015
01084842	htm	Resaula-18	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-18/01084842.htm	47662	70	20181211	2018
00845413	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00845413.htm	35784	374	20150113	2015
01013648	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/01013648.htm	20945	811	20170420	2017
01354498	htm	Resaula-18	COVID	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-18/01354498.htm	70051	439	20220614	2022
01010132	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/01010132.htm	14896	792	20170323	2017
00902774	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00902774.htm	27682	389	20150211	2015
01036520	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/01036520.htm	82927	862	20170719	2017
00806282	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00806282.htm	101093	338	20141023	2014
00717332	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00717332.htm	20221	114	20131001	2013
00806283	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00806283.htm	17582	339	20141023	2014
00971316	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00971316.htm	86045	615	20160427	2016
01044148	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/01044148.htm	48756	878	20170919	2017
01208760	htm	Resaula-18	COVID	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-18/01208760.htm	99371	299	20210224	2021
00991144	htm	Resaula-17	REFERENCE	data/Resaula-ParlaMINT/SOURCE-v3/Resaula-17/00991144.htm	35072	687	20160928	2016
